,NAME,income 75K-end,S0601_C01_046E.1,income 50-65K,Health Support,Architectural engineering,Community and Social,Life/Social/Physical science,income 10-15K,Production Occupation,income 15-25K,Fire Fighting,income 65-75K,Construcation & Extraction,income 35-50K,educational attainment,income 25-35K,Transportation,income 0-10K,Computer engineer/science,Sales,Health Technical,Personal care and service,median income,Management income,Health Diagnosing,Busineess Finance Operations,Computer and Math,Office Administrative,"Installation, maintenance, repair",Education,Material Moving,"Arts,sports,design",Building/Grounds Maintenance,"Farming, fishing, forestry",Law Enforcement,Legal,Food Service,state,county,Unnamed: 40
523,"Cass County, North Dakota",12.8,12.8,8.8,25485,50574,37076,37013,8.4,34144,14.4,25815,3.6,45158,15.7,27.2,14.3,45291,16.7,50050,39605,33574,20852,34111,62589,70047,47956,52016,28842,51006,30915,23367,12083,15797,37092,51190,47442,15056,38,17,
524,"Grand Forks County, North Dakota",10.9,10.9,8.9,7335,46862,37368,41543,8.5,30316,13.7,95707,3.4,37181,14.3,26.1,12.6,36883,21,47082,26355,36107,13399,30300,52411,51402,43998,58958,24097,60084,36219,27632,27295,8726,26563,100837,28512,11805,38,35,
525,"Ward County, North Dakota",13.9,13.9,11.7,19974,100097,44386,21354,7.9,31422,15,40219,2.8,86895,16.7,24.6,12.1,62209,11.7,51976,31474,34613,28597,38886,47220,61415,55328,35219,30668,50954,47302,32757,4344,26921,13352,40273,29847,21567,38,101,
526,"Allen County, Ohio",6.7,6.7,8.5,15219,76009,39908,-666666666,11,40403,16.1,31285,3.9,30955,12,10.8,13.8,40917,19.4,48233,23802,22311,10682,30669,61613,49488,40136,40595,26573,31672,31474,14539,8472,24345,30054,50027,-666666666,10797,39,3,
527,"Ashtabula County, Ohio",5.2,5.2,6.7,25581,60395,40944,47062,10.1,32029,16.8,51250,2.2,36977,13.7,7.3,13.3,40420,16.1,52326,23431,27826,22783,29953,41696,51666,36908,67583,25959,50437,45559,35566,16406,21118,21468,-666666666,-666666666,13263,39,7,
528,"Athens County, Ohio",5.7,5.7,5.1,9307,39926,21714,-666666666,9,29046,10.9,-666666666,3,42063,7.4,9.8,8,22204,35.8,46302,14182,16752,10217,22321,44615,47250,33255,61436,20691,40579,41077,25260,16396,19737,-666666666,67154,-666666666,8490,39,9,
529,"Belmont County, Ohio",6.1,6.1,8.4,20746,41068,40233,-666666666,9.5,41362,16.3,18849,2.5,51387,14.7,11.2,12.6,36402,19,40182,21003,35583,16416,34784,55703,57605,41036,37266,24796,43647,47704,30530,26602,12257,26387,44230,60579,13328,39,13,
530,"Butler County, Ohio",11.6,11.6,8.6,23529,71803,37121,76460,7.9,36041,14.2,29119,4,43889,12.4,16.6,10.7,27024,18,74269,25257,31614,11871,35152,57346,51277,52840,74207,29222,42042,40689,25901,36239,18658,20400,51125,71235,10500,39,17,
531,"Clark County, Ohio",7.1,7.1,8.3,21984,72159,26714,66169,8.9,34951,19.1,23343,3.9,35480,12.5,9.6,13,33000,18.5,66553,23618,36834,16280,30876,60850,52359,41418,60323,26656,37076,35069,27863,18592,16186,10969,55930,50730,11669,39,23,
532,"Clermont County, Ohio",12.1,12.1,10,25157,80098,47585,42083,7.4,32487,14.8,29347,3.7,40709,14.2,18.7,11.8,41299,14.1,70850,27215,35423,12541,37758,68242,54824,45922,67409,32213,45841,37095,16118,37166,24949,-666666666,59052,50237,8654,39,25,
533,"Columbiana County, Ohio",6.7,6.7,8.2,22006,68296,32283,50096,9.7,32263,18.3,30208,3,40221,10.3,8.3,12.3,46439,18.5,57594,21986,24233,17816,30243,55061,51696,57193,37363,21984,46638,40101,22411,26215,20106,13688,62009,-666666666,9652,39,29,
534,"Cuyahoga County, Ohio",10.2,10.2,8.5,20578,63521,37221,60385,9.6,32360,14.7,28617,3.3,32361,12.1,18.3,11.9,29711,18.5,65697,24895,37514,15325,33079,64508,60684,51182,67363,30296,37158,35360,22308,35692,17929,24815,54732,70586,12372,39,35,
535,"Delaware County, Ohio",24.8,24.8,9.6,20831,81707,55379,57368,5.8,38513,9.9,28726,5.5,37822,10.7,34.2,9.3,41206,13.4,85865,42118,24823,16514,51436,92060,73546,64528,91851,34094,45394,42061,26681,45299,11346,4493,76661,92396,5404,39,41,
536,"Erie County, Ohio",10,10,6,29926,80161,33205,-666666666,10,35095,12.5,36563,3.2,43985,14.6,12.5,16,48185,20.3,65331,25890,30685,9544,31496,55141,100189,51189,51201,27191,60399,42672,30740,23449,19070,12006,61370,-666666666,11322,39,43,
537,"Fairfield County, Ohio",11.3,11.3,10.8,20638,69248,36560,48750,8,43006,16.3,44382,3.2,31616,11.9,16.9,10.9,27441,16.8,65801,25653,42230,15983,35897,60602,55132,48686,76510,27183,43664,28030,22733,39969,19697,-666666666,61707,44830,7232,39,45,
538,"Franklin County, Ohio",12,12,9,24760,67374,42034,41749,8.2,30449,14.1,24757,3.8,30362,13.3,25,12.1,30996,16.7,66270,27107,38039,16603,34832,65790,60120,51463,70205,30542,36116,35738,22250,40603,16959,30691,70075,59456,13938,39,49,
539,"Geauga County, Ohio",18.1,18.1,6.2,14946,66336,35466,65693,6.3,35405,12.5,42019,4.7,40095,15.2,23.4,10.3,23385,16.5,67026,37883,46699,15171,40164,92237,66169,91514,91346,27000,41909,28776,22242,31426,11493,30270,66875,100769,13197,39,55,
540,"Greene County, Ohio",14.1,14.1,9.6,20753,90772,35837,61174,7.7,31043,13,27309,4.5,46212,10.8,18.8,10.6,31523,20.1,80994,21921,23762,12457,35225,67146,59618,57286,80494,22207,45505,45403,17260,14577,14487,4691,51223,51167,9777,39,57,
541,"Hamilton County, Ohio",12.6,12.6,9,23504,76907,38554,51421,8.9,32226,14.3,35256,4,35657,11.7,21.7,11.6,30652,17.6,65511,29612,38562,15880,35331,66354,61930,53780,66673,30049,42237,40880,22008,30977,17670,30914,50090,82341,12644,39,61,
542,"Hancock County, Ohio",10.6,10.6,9.8,22992,82344,39293,-666666666,8.4,33256,15.6,20926,3.1,37878,13.8,15,13.7,46896,15.6,75770,16268,38257,13561,32947,85038,70028,41194,72090,32500,40265,40024,22445,11176,21462,3427,50938,60489,8038,39,63,
543,"Jefferson County, Ohio",8.7,8.7,5.8,30057,78174,44892,-666666666,10.6,40067,14.6,21330,2.9,49343,12.9,7.6,12.2,42524,19.7,66621,22092,36132,9965,30776,50668,50323,30278,65666,21582,36528,40124,29614,11347,19016,-666666666,51841,-666666666,11575,39,81,
544,"Lake County, Ohio",11.6,11.6,10.6,21116,73250,39170,88750,8.2,35889,14.2,45969,5.4,37199,14.7,15.4,13.6,32357,13.1,71579,29434,36347,17113,36966,64829,60812,46497,69000,31675,46167,44927,29607,29444,20444,17083,61488,50969,12269,39,85,
545,"Licking County, Ohio",9.2,9.2,12,25122,63143,41081,56717,9.3,28850,15.9,61408,3.4,50532,12.1,14.1,12.1,32381,15.8,63938,23336,31822,16604,35630,58157,51351,50618,74227,31735,38858,48532,22025,15962,21468,60030,54676,62195,10650,39,89,
546,"Lorain County, Ohio",9.6,9.6,9.1,21907,71798,34081,50547,8.3,33419,15.7,27410,3.8,40104,13,14.7,11.8,35720,17.5,70203,25920,36089,15296,32514,71202,58023,51757,66119,30556,41089,41176,27887,34297,16649,23990,48261,90996,10398,39,93,
547,"Lucas County, Ohio",8.5,8.5,8.2,22223,66277,37358,26371,9.8,34960,15.7,30413,3.9,36742,11.7,14.1,12,30657,19.1,52635,25642,32370,16141,31054,56065,60719,50713,44306,27013,46738,35593,20449,25640,14119,19309,65315,77413,12133,39,95,
548,"Mahoning County, Ohio",7.1,7.1,7.8,19592,61280,40276,55469,11,27247,18.1,17221,2.9,35452,12.4,15.3,11.8,26991,19.3,60999,23914,24543,12221,29271,59476,52461,50191,62944,22927,39696,32339,25781,16911,15468,39139,51010,91434,12403,39,99,
549,"Marion County, Ohio",4.5,4.5,8.1,17809,51057,36072,-666666666,9.4,36479,16.1,22413,2.1,40793,13.2,5.8,11.3,12146,24.9,50908,16465,20066,15920,30438,72478,54710,47385,61816,29986,40368,11146,26927,-666666666,8513,28339,50031,-666666666,7305,39,101,
550,"Medina County, Ohio",14.4,14.4,11.4,20266,90283,39107,35982,7,35919,13.2,40628,4.9,39069,13.2,23.5,10.5,44056,16.3,70195,24201,35915,12052,37498,76336,54578,46634,70058,31834,45546,36813,17376,25120,14933,21974,51763,48052,9397,39,103,
551,"Miami County, Ohio",9.8,9.8,7.2,17561,77519,27006,61691,8.1,35888,15.6,9930,3.7,35651,14.5,12.5,13.4,30161,17.7,67471,24187,45317,8067,31847,74177,51678,40313,72791,31191,40379,37159,32150,7919,19052,-666666666,71356,27212,12240,39,109,
552,"Montgomery County, Ohio",9.1,9.1,8.3,23070,68973,41573,82431,9.1,30100,15.2,24052,3.7,35152,12.3,14.5,12.2,30754,19.6,64295,25497,40162,15711,31868,60146,54185,49684,59762,27482,41137,40579,21465,39650,18734,-666666666,52517,62405,13485,39,113,
553,"Muskingum County, Ohio",5.1,5.1,8.2,17413,31667,32382,-666666666,11,28227,17.8,25595,2.8,43806,12.2,10.9,13.8,45761,18.7,46270,28346,39596,7634,29973,52093,50268,51537,49620,26293,50878,44278,27337,40708,13216,-666666666,38863,80923,12129,39,119,
554,"Portage County, Ohio",8,8,9.3,22087,60074,37278,41000,9.6,35282,14.2,62557,2.8,37083,12.7,16.5,12,33705,20.5,61551,13805,31151,14317,30937,58094,47340,42448,67356,29659,42797,30112,30690,17308,16692,12969,74297,-666666666,10345,39,133,
555,"Richland County, Ohio",6.2,6.2,6.5,21086,71088,34189,-666666666,8.4,36764,15.1,21601,3.5,51728,13.4,9.1,13.3,42930,22.7,70419,17010,31963,15716,30288,46821,52014,43091,9595,28526,35990,40513,22249,4951,24846,17027,49726,43333,11426,39,139,
556,"Ross County, Ohio",5,5,7.1,20737,70408,44861,51389,8.6,51126,16.7,27191,3.6,33250,11.8,9,11.2,31183,17.5,55642,16336,33892,6310,30853,50222,60223,50298,41859,30024,41870,21694,35681,20353,20335,-666666666,41194,-666666666,10251,39,141,
557,"Scioto County, Ohio",6.2,6.2,7,13424,61176,34835,-666666666,10.1,37527,14.1,71326,2.7,49662,10.3,4.8,10.1,40833,21.1,76213,23446,38836,17115,31985,50408,51517,51000,76584,29198,60536,40966,6825,20052,9718,-666666666,51508,-666666666,10337,39,145,
558,"Stark County, Ohio",9,9,7.9,16599,72487,43773,49382,9.5,32905,16.9,20032,3.4,34672,13.5,12.8,12.7,31449,17.7,60962,25053,31563,16256,31099,62028,65180,49990,52385,26298,40981,36145,21512,18402,16362,40005,60358,53696,12448,39,151,
559,"Summit County, Ohio",10.9,10.9,8.9,20160,72830,41337,60787,9.4,30358,15.1,28235,4.2,33007,12.5,18,12,40219,16.3,67949,28230,35942,12184,34450,66883,60531,51247,67567,30272,41909,33998,20836,30670,20556,2499,51301,51909,12696,39,153,
560,"Trumbull County, Ohio",6.1,6.1,6.6,20242,60406,40372,56744,10.8,39784,16.4,18002,3.1,30969,15.7,11.4,12.5,46793,17.6,50791,21185,30170,16187,29829,56328,60000,40896,41707,25863,45362,35920,27004,12447,14612,23410,40722,36617,11299,39,155,
561,"Tuscarawas County, Ohio",7.9,7.9,7.7,18730,55699,39839,38584,9.7,31473,16.8,30223,2.4,45926,12.3,10.8,14,29312,18,45768,23527,26335,13514,30611,57432,46930,36275,46776,26186,47314,38554,25943,41492,23297,-666666666,45597,56477,9543,39,157,
562,"Warren County, Ohio",19.3,19.3,9.5,35090,76021,31314,66203,5.7,37961,11.8,37937,5.2,34112,12.3,22.8,8.8,41531,12.4,77492,50529,39193,11545,48660,85949,59223,85811,81445,28157,51549,44425,30734,50839,18010,41990,67165,76379,10989,39,165,
563,"Wayne County, Ohio",7.6,7.6,8.8,19127,55701,36875,19134,8.1,32352,15.3,31164,3.2,41345,15,12.8,13.2,32992,18,42404,21051,22255,11356,31246,50695,57288,41347,42058,26994,35720,41804,24190,16448,20048,6672,51973,106134,10343,39,169,
564,"Wood County, Ohio",10.4,10.4,10.1,26197,72359,40497,45990,8.4,31372,12.8,6421,3.3,40109,13,18.7,11.8,40978,21.9,60447,16692,40127,12047,32000,71452,49570,62300,43058,26585,47005,41275,24119,30010,9810,4715,50968,32750,6960,39,173,
565,"Canadian County, Oklahoma",11,11,10.1,11410,82440,30361,56287,8.2,29733,12.8,41361,3.8,36324,12.9,18.6,11,47525,19.2,80752,30081,35929,18030,34362,57457,55133,51771,82047,28728,36520,37273,18924,28799,14679,25096,38514,60952,8194,40,17,
566,"Cleveland County, Oklahoma",10.5,10.5,8,21445,68860,34828,49912,8.3,39104,14.8,31156,4.3,40159,13.4,20.3,11.1,26637,17.1,65940,31292,40251,18341,32340,54214,67163,45659,69170,27334,42548,31053,25188,18381,21262,12103,52083,47753,10119,40,27,
567,"Comanche County, Oklahoma",7.6,7.6,6.4,20914,95846,28595,14063,9.7,46322,15.3,19806,2.7,41890,13,14.6,12.9,21722,21,60763,16163,27091,13578,26708,41450,55074,35727,61563,22604,35613,35938,20297,15829,14973,28038,47292,46741,13170,40,31,
568,"Creek County, Oklahoma",6.8,6.8,7.2,24028,65942,40052,80742,9.3,40618,17.4,30633,3.3,34212,13.8,11.1,11.8,32196,16.1,66185,24541,35023,21585,32226,49161,60417,55837,65777,25960,43525,36114,26363,41695,18878,-666666666,60500,132031,17507,40,37,
569,"Muskogee County, Oklahoma",7,7,7.2,20227,87565,50104,-666666666,10,41083,14.6,26382,3.6,27245,9.2,13.7,10.7,42253,19.4,68818,23270,37480,19843,30747,60301,50813,60694,66147,26878,51680,31713,26288,44513,22766,11345,52824,67060,10044,40,101,
570,"Oklahoma County, Oklahoma",10.4,10.4,7.9,21220,75908,35573,48971,8.6,30195,16.1,28325,3.1,30006,13,20.1,12.6,27519,15.6,60892,24611,35293,16278,31562,60505,56788,52408,55946,29162,38300,36499,20770,29373,17975,25063,60024,70327,16343,40,109,
571,"Payne County, Oklahoma",6.9,6.9,4.7,29767,52339,37029,10840,9.8,31051,16.3,10328,2.3,33107,9.5,26.5,8.9,36000,21.6,11616,17653,37105,12426,22454,49643,46689,41996,20309,21026,23984,23407,30572,25880,19323,21825,26875,41653,11504,40,119,
572,"Pottawatomie County, Oklahoma",5.9,5.9,5.9,16875,55699,27853,32618,11.2,30557,17,27614,3.3,33481,11.1,13.1,11.4,32847,20.5,56324,20169,34375,15725,26936,56563,57333,51042,87917,23963,35528,32818,17230,13785,16475,17304,29766,26196,13020,40,125,
573,"Rogers County, Oklahoma",12.9,12.9,7.8,22251,80960,31622,84459,8.6,41608,13.7,41152,3.6,36268,14.7,17.8,11.6,50552,15.3,77705,22446,35549,20072,36535,68245,61701,50603,53563,30938,60313,30656,31786,30701,11388,16011,75462,45234,10004,40,131,
574,"Tulsa County, Oklahoma",10.9,10.9,8.3,23536,70443,36018,52369,8.1,35883,15.4,30705,3.6,29587,13.2,20.4,12.5,36068,15.7,65634,28982,31662,15235,32206,60476,60251,51769,63261,27049,41500,33785,22556,30220,16187,20819,55991,82909,12002,40,143,
575,"Wagoner County, Oklahoma",10.6,10.6,9.6,22445,67634,40668,38202,8,40520,14,41953,2.9,35832,13.5,16.5,13.2,24058,16.5,60606,26306,40182,18805,35389,55000,56617,56863,60757,30644,56209,31157,20668,31656,26380,10058,56207,41544,9591,40,145,
576,"Benton County, Oregon",14,14,6.7,25154,95707,19914,25982,8.6,34540,16.5,40921,3.8,32930,9.1,29.4,7.6,21829,22.1,74364,18077,36793,14335,29294,72090,71427,37305,70256,23360,40435,27375,26574,16453,9255,20330,76401,61042,7991,41,3,
577,"Clackamas County, Oregon",16,16,10.5,24477,79675,39657,61250,7.5,38813,13.9,42545,4.5,41883,11.2,20.7,10.2,36023,16.1,75224,40099,51149,12500,40492,74268,80664,66822,68654,31439,47139,39130,28196,30709,23669,26206,81293,61324,13771,41,5,
578,"Deschutes County, Oregon",12,12,9,23226,70361,32216,64683,8.6,26982,17,19483,3.7,38179,13.5,21,11.8,35873,14.8,61250,30529,46168,21389,32053,41883,97661,51393,42245,26619,48997,46363,37383,22216,16683,50080,70960,65497,12349,41,17,
579,"Douglas County, Oregon",5.9,5.9,6.5,29897,21875,50745,49194,11.9,38398,18,44706,2.4,30926,12.7,7.5,11.5,30290,20,55874,16711,47344,15592,29785,45047,68798,48750,57416,24616,28442,34217,35365,-666666666,13988,27451,60469,31701,11786,41,19,
580,"Jackson County, Oregon",7.6,7.6,7.5,24859,36250,30992,17417,9.5,31436,16.4,65843,2.8,41681,12.5,13.2,11.9,23779,19.4,53970,22626,33852,15613,28343,41803,75279,46496,60139,26994,28840,31788,21031,21894,19530,21781,47152,121508,13395,41,29,
581,"Josephine County, Oregon",5.3,5.3,7.4,35461,56365,23480,-666666666,12,30419,16.6,38385,2.4,36129,11.5,4.4,11.7,35991,21.4,56207,22935,32308,15295,26531,47832,53462,31276,46714,21655,20189,32103,11481,17034,10272,22734,61255,-666666666,11279,41,33,
582,"Klamath County, Oregon",7.1,7.1,6.6,31008,58077,47929,46344,10.9,22902,17.8,50669,3.3,34292,11.4,10.3,13,30295,18.9,38453,23175,22377,16294,27656,46114,70398,51480,37026,26818,42321,38669,25285,45109,14347,19238,-666666666,16366,15426,41,35,
583,"Lane County, Oregon",8.6,8.6,7.1,23742,30175,37001,47482,10.4,28232,16.3,22134,2.5,32092,11.6,16.1,12.1,30042,19.6,46639,22939,38546,11219,27124,47051,65766,40383,56125,24978,40205,26310,20946,27156,12396,22283,13676,55050,12418,41,39,
584,"Linn County, Oregon",8.1,8.1,8,27505,57632,47044,55542,10,38370,15.5,24932,2.4,51154,11.2,13.4,12.2,45342,18.8,54542,24197,26021,12920,31629,52244,73239,55148,53222,30110,45882,21076,26772,20745,13812,26610,62407,150307,12962,41,43,
585,"Marion County, Oregon",8.4,8.4,6.8,23824,81230,32079,60731,9.6,31356,16.8,42027,3,33862,13.4,15.9,11.6,27361,17.3,61210,25609,26819,16081,28766,51929,70609,45939,56971,26400,40570,26619,20944,43545,13774,19099,54106,60701,12190,41,47,
586,"Multnomah County, Oregon",13.8,13.8,8.2,23201,74111,36263,46490,8.2,29951,15.4,24970,4,31886,12.3,25.8,11.2,26693,17,71046,31429,37791,14109,34192,56491,72473,56313,72734,30518,37048,36240,21365,37365,20881,19064,61444,90840,17378,41,51,
587,"Polk County, Oregon",9.5,9.5,8.2,20519,78818,40585,65269,10.3,35824,15.1,2499,2.6,38414,11.3,19.7,13.1,26993,19.2,51998,19031,42344,19419,30306,67089,82204,42349,13697,27016,48074,35199,5461,30296,23926,20561,62203,62755,12906,41,53,
588,"Umatilla County, Oregon",6.9,6.9,8.1,12208,81369,31260,72670,11.6,31202,14.6,41503,1.5,29279,12.4,11.6,12,19774,20.2,31147,22960,30262,15897,27692,60169,55696,38107,4473,28899,34231,37063,24284,-666666666,14649,24318,52286,38763,11561,41,59,
589,"Washington County, Oregon",17.9,17.9,8.2,31299,90066,35850,55987,7.3,32305,13,21521,4.5,41105,11.2,26.8,10.1,30762,15,85389,35196,35872,11918,40034,76956,80930,60937,85451,31275,40541,35920,22574,35670,20150,21193,80512,66501,12475,41,67,
590,"Yamhill County, Oregon",9.6,9.6,6.9,24383,92400,42880,27432,7.7,35659,16.6,17563,2.8,46959,11.6,16.3,14,23764,20.4,66040,32087,27830,7512,29857,54750,67382,49045,64122,27606,46940,27378,20359,72278,12917,18548,92733,15537,18321,41,71,
591,"Adams County, Pennsylvania",9.9,9.9,9,24009,82393,41149,41852,8.7,34237,16.3,39627,3.4,36114,14.3,11.3,13.6,45200,15.9,70842,33873,37019,12282,33298,68010,65085,47393,71039,29293,45618,53305,25842,36304,25993,16875,47891,36643,10896,42,1,
592,"Allegheny County, Pennsylvania",13.4,13.4,9,23588,70046,37157,48365,8.1,33399,14.5,18928,3.9,44681,13,21.2,11.6,30692,16.9,62281,31056,31326,16303,37859,67076,60831,49333,62226,30466,43588,42463,28913,37063,20844,17417,67155,86186,13506,42,3,
593,"Armstrong County, Pennsylvania",7.2,7.2,7.6,24888,46531,31499,27813,9.3,35709,19.5,19496,2.4,36878,12.6,10.2,13.5,40510,15.6,47038,18698,27120,17546,31255,52315,60520,56597,52667,27785,42450,44382,27589,9893,19632,36250,47411,52778,10694,42,5,
594,"Beaver County, Pennsylvania",9.1,9.1,9,19568,46980,31727,63750,9,31661,17.6,18682,3.4,43438,13.1,13.9,12.4,43595,16.4,52235,20769,24552,15006,32197,56617,60710,51180,52125,30577,38349,40719,26553,35896,18465,-666666666,50536,54563,11148,42,7,
595,"Berks County, Pennsylvania",9.6,9.6,9.6,23109,69032,34159,52422,9.1,39847,15.1,33095,3.9,39243,13.2,15.7,11,40951,17.5,65845,21176,35369,16377,35364,61497,69375,46774,65151,31353,48810,41358,26556,26875,20476,21159,68049,54365,9249,42,11,
596,"Blair County, Pennsylvania",7.1,7.1,9.1,30000,84492,40790,65815,11.1,36466,16.9,9877,2.7,52027,13.3,13.6,11.3,50559,17.7,49355,21880,41036,20730,32477,55894,56000,46881,38878,26931,40883,45745,26731,19567,19502,20761,63339,22176,10327,42,13,
597,"Bucks County, Pennsylvania",19.9,19.9,10.6,25936,85054,41431,75514,6.5,37367,12.1,22057,4.7,45232,11.4,20.8,10,42767,14.5,77849,40149,42302,19257,45155,83119,72471,68133,77184,33293,50500,50939,22206,40000,17486,26362,91949,83580,10980,42,17,
598,"Butler County, Pennsylvania",14.9,14.9,9.1,23402,71296,32801,39333,7.9,44910,12.3,35242,5,40810,12.2,19.8,11.2,38836,17.7,72323,34838,35003,11517,39045,72066,58704,71898,78272,27065,42011,46344,30882,60244,21985,13304,63295,80909,8585,42,19,
599,"Cambria County, Pennsylvania",5.2,5.2,8.5,22713,69345,34334,35337,10.8,34494,15.8,19638,3.4,35402,12.2,12.5,13.6,41832,19.6,60163,20143,34905,18234,30038,48511,57162,50989,60522,24522,36636,46530,28108,11116,18853,26855,50900,90904,10596,42,21,
600,"Carbon County, Pennsylvania",9,9,9.1,17293,62095,36463,-666666666,10.6,32359,16.3,30308,2.3,45657,14.1,9.3,13,39922,15.3,60657,23721,25495,14170,33080,62319,57204,64183,46558,25393,43086,45836,34599,70915,31165,19009,19379,-666666666,9059,42,25,
601,"Centre County, Pennsylvania",8.7,8.7,9,27946,56042,45748,34898,7.4,29840,13.3,8849,2.6,37883,12.2,21.2,10.2,27770,22.8,49268,18033,34886,16536,31433,55625,59375,50677,51394,25865,36699,30510,17071,16531,19205,11250,75070,70662,10109,42,27,
602,"Chester County, Pennsylvania",23.5,23.5,9.6,25437,91869,37201,86188,5.7,40378,11.7,24098,4.5,42427,11.3,29.7,9.5,31523,13.2,90740,46531,40335,15392,48893,100603,70261,69926,90118,36173,51460,48729,27473,38299,18402,21252,68725,96538,12368,42,29,
603,"Clearfield County, Pennsylvania",4.8,4.8,7.9,25069,61932,36225,39924,10,31270,18,33571,2.5,40006,10.7,8.8,12.6,31437,19.1,56875,25693,30486,20528,30821,34801,57222,35815,51818,28107,50435,29375,26323,2944,20762,26806,57188,-666666666,11409,42,33,
604,"Columbia County, Pennsylvania",6.3,6.3,7.2,30543,57118,22933,42250,8.5,37265,16.7,30938,3.2,36401,9.8,12.2,11.5,30766,18.5,62007,16784,25161,14502,29538,57561,60798,44570,69375,21198,37336,32020,24966,43186,17389,35313,61587,70372,17984,42,37,
605,"Crawford County, Pennsylvania",6.1,6.1,8.8,26105,68750,30815,48171,11.3,36188,15.5,4938,2.5,39583,13.3,12.6,12.2,31898,19.3,49420,16509,34184,15069,30523,41429,56725,45698,49773,22254,32237,50777,24781,40613,16097,20727,46607,76352,8816,42,39,
606,"Cumberland County, Pennsylvania",13.6,13.6,10.1,26327,70400,42045,56292,7.8,31551,15,12003,3.7,35540,14.9,18.9,12.8,25923,13.3,71685,27205,36551,16514,37105,68269,52868,55401,74006,31403,42240,33891,26389,35833,19392,30592,81103,76811,9626,42,41,
607,"Dauphin County, Pennsylvania",10.3,10.3,9.1,24438,64692,37338,56662,7.6,35890,14.1,26346,3.7,36115,15.9,17.5,13,32318,17,78021,25480,40842,16970,35908,55528,62261,46320,83182,31713,49821,41728,30607,17398,20121,19719,61568,100887,15406,42,43,
